right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,right 19,right 20,right 21,right 22,right 23,right 24,right 25,right 26,right 27,right 28,right 29,right 30,left href 3,right 31,right 32,right 33,right 34,right 35,right 36,right 37,right 38,right 39
287,Thomas Müller,https://fbref.com/en/players/3c6089ab/Thomas-Muller,"MF,FW",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,34-302,1989,2,58,0.6,1,0,0,0,0,0,0,,0.4,1,0.4,0.3,2,0.7,3,,2.17,2.17,1.19,0.99,,8,,,,https://fbref.com/en/players/3c6089ab/matchlogs/2024/summary/Thomas-Muller-Match-Logs,0.00,0.00,,,,1.55,1.55,1.55,1.19
288,Jamal Musiala,https://fbref.com/en/players/2c0558b8/Jamal-Musiala,FW,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,21-136,2003,5,5,419,4.7,0.24,0,0,0,0,0.00,0.29,3,3,3,1.0,1.0,0.2,1.3,0.64,0.24,0.05,0.29,0.64,28,22,34,0.64,0.64,https://fbref.com/en/players/2c0558b8/matchlogs/2024/summary/Jamal-Musiala-Match-Logs,,,,,,,,,
289,Phillipp Mwene,https://fbref.com/en/players/2ff76adc/Phillipp-Mwene,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,30-164,1994,3,3,194,2.2,0,0,0,0,0.0,0.00,0.00,6,1,1,1,0.00,0.1,0.1,0.0,0.05,0.05,0.05,0.46,0.00,7,18,0.46,0.46,https://fbref.com/en/players/2ff76adc/matchlogs/2024/summary/Phillipp-Mwene-Match-Logs,,,,,,,,,
290,Vitaliy Mykolenko,https://fbref.com/en/players/30d4a2e5/Vitaliy-Mykolenko,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,25-043,1999,1,1,57,0.6,0,0,0,0,0,0,0,1,0.1,0.1,1,0.00,6,,0.0,0.0,,,,,0.00,,,,https://fbref.com/en/players/30d4a2e5/matchlogs/2024/summary/Vitaliy-Mykolenko-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.18,
291,Joakim Mæhle,https://fbref.com/en/players/c459a650/Joakim-Maehle,"DF,MF",dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,27-052,1997,4,3,283,3.1,0,0,0,0,0,0,0.00,0.1,2,0.1,0.4,12,0.5,10,0.00,0.00,0.00,0.00,0.16,0.04,21,0.12,0.16,0.04,https://fbref.com/en/players/c459a650/matchlogs/2024/summary/Joakim-Maehle-Match-Logs,,,,,,,,,
292,Nacho,https://fbref.com/en/players/2946f9a1/Nacho,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,34-175,1990,3,2,255,2.8,0,0,0,0,0,0,0,1,6,1,0.01,0.00,0.01,0.01,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2946f9a1/matchlogs/2024/summary/Nacho-Match-Logs,,,,,,,,,
293,Ádám Nagy,https://fbref.com/en/players/788b31e2/Adam-Nagy,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,29-024,1995,3,2,159,1.8,0,0,0,0,0,0,0,0.01,8,0.01,0.01,0.00,0.01,0.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,https://fbref.com/en/players/788b31e2/matchlogs/2024/summary/Adam-Nagy-Match-Logs,,,,,,,,,
294,Zsolt Nagy,https://fbref.com/en/players/b415bfe3/Zsolt-Nagy,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,31-047,1993,2,21,0.2,1,0,0,0,0,0,0,0,,2,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,0,0.00,,,,https://fbref.com/en/players/b415bfe3/matchlogs/2024/summary/Zsolt-Nagy-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
295,Jesús Navas,https://fbref.com/en/players/3f10bd22/Jesus-Navas,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,38-233,1985,3,2,157,1.7,0,0,0,0,0,0,0.0,6,1,0.2,0.2,0.00,11,0.12,0.0,0,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.00,https://fbref.com/en/players/3f10bd22/matchlogs/2024/summary/Jesus-Navas-Match-Logs,,,,,,,,,
296,Dan Ndoye,https://fbref.com/en/players/8e697a8f/Dan-Ndoye,"MF,DF",ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,23-260,2000,5,5,407,4.5,0.34,0,0,0,0.00,0.37,0.34,1,1,1,1,1.6,1.6,0.1,0.22,0.37,0.22,0.03,0.22,20,1.7,9,31,0.22,https://fbref.com/en/players/8e697a8f/matchlogs/2024/summary/Dan-Ndoye-Match-Logs,,,,,,,,,
297,Pedro Neto,https://fbref.com/en/players/7ba2eaa9/Pedro-Neto,"DF,FW",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,24-124,2000,3,1,120,1.3,0,0,0,0,0,0,0.0,16,1,5,19,0.00,,,0.0,0.0,0.0,,,,0.00,,,,https://fbref.com/en/players/7ba2eaa9/matchlogs/2024/summary/Pedro-Neto-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,
298,Manuel Neuer,https://fbref.com/en/players/8778c910/Manuel-Neuer,GK,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,38-106,1986,5,5,480,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0,https://fbref.com/en/players/8778c910/matchlogs/2024/summary/Manuel-Neuer-Match-Logs,,,,,,,,,
299,João Neves,https://fbref.com/en/players/c2a15a27/Joao-Neves,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,19-288,2004,2,1,77,0.9,0,0,0,0,0,0,0,0.1,0.1,0.1,8,1,3,,,0.0,,,,,0.00,,,,https://fbref.com/en/players/c2a15a27/matchlogs/2024/summary/Joao-Neves-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.06
300,Rúben Neves,https://fbref.com/en/players/44bfb6c5/Ruben-Neves,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,27-120,1997,4,125,1.4,1,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,3,12,6,,,,,0.12,,,,,,https://fbref.com/en/players/44bfb6c5/matchlogs/2024/summary/Ruben-Neves-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.07,0.12,0.05,0.05
301,Florin Niță,https://fbref.com/en/players/a9a3b55d/Florin-Nita,GK,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,37-008,1987,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0,https://fbref.com/en/players/a9a3b55d/matchlogs/2024/summary/Florin-Nita-Match-Logs,,,,,,,,,
302,Matheus Nunes,https://fbref.com/en/players/e6af02e0/Matheus-Nunes,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,25-319,1998,2,18,0.2,0.3,0,0,0,0,0,0,0,0.3,0.3,1,1,2,,,,0,0.0,,1.54,,,,,,https://fbref.com/en/players/e6af02e0/matchlogs/2024/summary/Matheus-Nunes-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.12,1.54,1.41,1.41
303,Christian Nørgaard,https://fbref.com/en/players/df0a4c90/Christian-Norgaard,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,30-123,1994,3,38,0.4,1,0,0,0,0,0,0,0,,3,,,0.00,,,0.0,0.0,0.0,0.0,0,0,0.00,,,,https://fbref.com/en/players/df0a4c90/matchlogs/2024/summary/Christian-Norgaard-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,
304,Adam Obert,https://fbref.com/en/players/aa25ce92/Adam-Obert,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,21-323,2002,2,25,0.3,5,0,0,0,0,0,0,0,1,3,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,,0.00,,,,https://fbref.com/en/players/aa25ce92/matchlogs/2024/summary/Adam-Obert-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
305,Jan Oblak,https://fbref.com/en/players/ee8508c0/Jan-Oblak,GK,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,31-186,1993,4,4,390,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0,https://fbref.com/en/players/ee8508c0/matchlogs/2024/summary/Jan-Oblak-Match-Logs,,,,,,,,,
306,Darius Olaru,https://fbref.com/en/players/9a129e64/Darius-Olaru,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,26-130,1998,2,26,0.3,3,0,0,0,0,0,0,0,,1,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,0,0.00,,,,https://fbref.com/en/players/9a129e64/matchlogs/2024/summary/Darius-Olaru-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
307,Dani Olmo,https://fbref.com/en/players/ae44e8e2/Dani-Olmo,"MF,FW",es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,26-065,1998,5,2,342,3.8,0.33,0,0,0,0.68,0.33,0.68,3,2,5,3,1.1,1.1,1.2,0.79,0.35,0.79,1.32,1.32,18,2.4,17,28,0.53,https://fbref.com/en/players/ae44e8e2/matchlogs/2024/summary/Dani-Olmo-Match-Logs,,,,,,,,,
308,Amadou Onana,https://fbref.com/en/players/828657ff/Amadou-Onana,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,22-330,2001,4,4,360,4.0,0,0,0,0,0,0,0,0.1,0.1,0.1,17,4,1,0.03,0.00,0.0,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.00,https://fbref.com/en/players/828657ff/matchlogs/2024/summary/Amadou-Onana-Match-Logs,,,,,,,,,
309,Loïs Openda,https://fbref.com/en/players/8652a85c/Lois-Openda,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,24-146,2000,3,1,70,0.8,0,0,0,0,0,0,0,,1,1,,0.00,,,0.0,0.0,0.0,0.0,,0,0.00,,,,https://fbref.com/en/players/8652a85c/matchlogs/2024/summary/Lois-Openda-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,
310,Willi Orban,https://fbref.com/en/players/20030c06/Willi-Orban,DF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,31-251,1992,3,3,270,3.0,0,0,0,0,0,0,0.00,0.6,1,0.6,0.1,0.20,0.7,7,0,0.00,0.00,0.00,0.24,0.00,2,0.05,0.24,0.20,https://fbref.com/en/players/20030c06/matchlogs/2024/summary/Willi-Orban-Match-Logs,,,,,,,,,
311,Mikel Oyarzabal,https://fbref.com/en/players/8c3c640c/Mikel-Oyarzabal,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,27-081,1997,6,1,178,2.0,0,0,0,0,0,0.00,0.67,0.5,1,1,0.5,4,0.6,1.1,0.00,0.28,0.38,0.67,0.51,0.28,9,19,0.51,0.51,https://fbref.com/en/players/8c3c640c/matchlogs/2024/summary/Mikel-Oyarzabal-Match-Logs,,,,,,,,,
312,Salih Özcan,https://fbref.com/en/players/15413fa5/Salih-Ozcan,MF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,26-182,1998,4,2,155,1.7,0,0,0,0,0,0,0.0,1,1,3,2,0.02,0.02,0.02,0.0,0.0,0.0,0.00,0.00,0.00,0.02,0.00,0.00,0.00,https://fbref.com/en/players/15413fa5/matchlogs/2024/summary/Salih-Ozcan-Match-Logs,,,,,,,,,
313,João Palhinha,https://fbref.com/en/players/a78ff07f/Joao-Palhinha,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,29-002,1995,4,4,299,3.3,0,0,0,0,0,0,0.00,0.2,2,0.2,0.1,0.05,0.2,23,0,0.00,0.00,0.00,0.07,0.00,2,0.02,0.07,0.05,https://fbref.com/en/players/a78ff07f/matchlogs/2024/summary/Joao-Palhinha-Match-Logs,,,,,,,,,
314,Cole Palmer,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,"MF,FW",eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,22-066,2002,4,128,1.4,1,0,0,0,0,0,0,,0.1,1,0.1,0.1,6,0.2,13,,0.29,0.29,0.16,0.13,,16,,,,https://fbref.com/en/players/dc7f8a28/matchlogs/2024/summary/Cole-Palmer-Match-Logs,0.00,0.00,,,,0.70,0.70,0.70,0.16
315,Mario Pašalić,https://fbref.com/en/players/e599253a/Mario-Pasalic,"FW,MF",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,29-153,1995,3,1,116,1.3,0,0,0,0,0,0,0,0.4,0.4,0.4,5,2,7,,,0.0,,,,,0.00,,,,https://fbref.com/en/players/e599253a/matchlogs/2024/summary/Mario-Pasalic-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.29,0.29
316,Strahinja Pavlović,https://fbref.com/en/players/25146df0/Strahinja-Pavlovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,23-048,2001,3,3,270,3.0,0,0,0,0,0,0,0,8,0.1,0.1,13,0.00,4,0.02,0.0,0.0,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,https://fbref.com/en/players/25146df0/matchlogs/2024/summary/Strahinja-Pavlovic-Match-Logs,,,,,,,,,
317,Pedri,https://fbref.com/en/players/0d9b2d31/Pedri,MF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,21-229,2002,4,4,186,2.1,0,0,0,0,0,0.00,0.92,1.1,1,1,1.1,6,0.8,1.9,0.00,0.53,0.38,0.92,0.48,0.53,10,16,0.48,0.48,https://fbref.com/en/players/0d9b2d31/matchlogs/2024/summary/Pedri-Match-Logs,,,,,,,,,
318,Peter Pekarík,https://fbref.com/en/players/c18d22f5/Peter-Pekarik,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,37-255,1986,4,4,377,4.2,0,0,0,0,0,0,0.00,0.7,1,0.7,0.2,7,0.9,10,0.00,0.00,0.00,0.00,0.22,0.16,9,0.06,0.22,0.16,https://fbref.com/en/players/c18d22f5/matchlogs/2024/summary/Peter-Pekarik-Match-Logs,,,,,,,,,
319,Lorenzo Pellegrini,https://fbref.com/en/players/4a5a45c7/Lorenzo-Pellegrini,"FW,MF",it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,28-022,1996,4,3,218,2.4,0,0,0,0,0.00,0.41,0.22,0.5,1,1,1,10,0.5,0.5,0.00,0.41,0.41,0.19,0.41,0.22,1.0,8,14,0.41,https://fbref.com/en/players/4a5a45c7/matchlogs/2024/summary/Lorenzo-Pellegrini-Match-Logs,,,,,,,,,
320,Patrick Pentz,https://fbref.com/en/players/0810b6df/Patrick-Pentz,GK,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,27-191,1997,4,4,360,4.0,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0810b6df/matchlogs/2024/summary/Patrick-Pentz-Match-Logs,,,,,,,,,
321,Pepe,https://fbref.com/en/players/c906ce0f/Pepe,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,41-136,1983,4,4,408,4.5,0,0,0,0,0,0,0,2,0.1,17,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0,0.00,0.00,0.01,0.00,0.00,0.00,https://fbref.com/en/players/c906ce0f/matchlogs/2024/summary/Pepe-Match-Logs,,,,,,,,,
322,Danilo Pereira,https://fbref.com/en/players/8fd9996f/Danilo-Pereira,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,32-306,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.1,0.1,0.1,5,1,,,,0.0,0,,,,0.00,,,,https://fbref.com/en/players/8fd9996f/matchlogs/2024/summary/Danilo-Pereira-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.12,0.12
323,Ayoze Pérez,https://fbref.com/en/players/819aa8e7/Ayoze-Perez,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,30-348,1993,1,13,0.1,0.3,0,0,0,0,0,0,0,0.3,0.3,1,3,2,,,,0,0.0,,,,0.00,,,,https://fbref.com/en/players/819aa8e7/matchlogs/2024/summary/Ayoze-Perez-Match-Logs,0.00,0.00,0.00,0.00,0.00,2.01,2.01,2.01,2.01
324,Ivan Perišić,https://fbref.com/en/players/6fe90922/Ivan-Perisic,"DF,FW",hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,35-160,1989,3,1,139,1.5,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,8,4,17,,,,,0.31,,,,,,https://fbref.com/en/players/6fe90922/matchlogs/2024/summary/Ivan-Perisic-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.24,0.31,0.07,0.07
325,Bruno Petković,https://fbref.com/en/players/24228180/Bruno-Petkovic,FW,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,29-299,1994,2,1,87,1.0,0,0,0,0,0,0,,1.1,1,0.3,0.1,2,0.4,4,,,,,0.38,,2,,,,https://fbref.com/en/players/24228180/matchlogs/2024/summary/Bruno-Petkovic-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.08,1.20,0.30,1.11
326,Krzysztof Piątek,https://fbref.com/en/players/17f3620a/Krzysztof-Piatek,FW,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,29-010,1995,1,1,59,0.7,0,0,0,0,0,0.0,0,1,1,1,0.5,0.5,0.5,2,0.82,,0.82,0.82,0.82,,,,,,https://fbref.com/en/players/17f3620a/matchlogs/2024/summary/Krzysztof-Piatek-Match-Logs,,0.00,0.00,,,1.53,1.53,1.53,1.53
327,Jordan Pickford,https://fbref.com/en/players/4806ec67/Jordan-Pickford,GK,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,30-126,1994,6,6,600,6.7,0,0,0,0,0,0,0,0.00,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4806ec67/matchlogs/2024/summary/Jordan-Pickford-Match-Logs,,,,,,,,,
328,Jakub Piotrowski,https://fbref.com/en/players/af686bed/Jakub-Piotrowski,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,26-281,1997,2,1,58,0.6,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,2,1,2,,,,,0.60,,,,,,https://fbref.com/en/players/af686bed/matchlogs/2024/summary/Jakub-Piotrowski-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.35,0.60,0.25,0.25
329,Marin Pongračić,https://fbref.com/en/players/2a6cd437/Marin-Pongracic,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,26-304,1997,2,2,180,2.0,0,0,0,0,0,0,0.0,0.00,1,3,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0,0.00,0,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2a6cd437/matchlogs/2024/summary/Marin-Pongracic-Match-Logs,,,,,,,,,
330,Ryan Porteous,https://fbref.com/en/players/514725a0/Ryan-Porteous,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,25-108,1999,1,1,43,0.5,0,0,0,0,0,0,0.0,,1,,,0.00,0.00,0.00,0.0,0.0,0.0,0,0,0,0.00,,,,https://fbref.com/en/players/514725a0/matchlogs/2024/summary/Ryan-Porteous-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
331,Stefan Posch,https://fbref.com/en/players/7f609bfc/Stefan-Posch,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,27-058,1997,4,4,360,4.0,0,0,0,0,0.00,0.53,0.07,0.3,1,1,1,6,0.3,1.8,0.00,0.53,0.25,0.45,0.25,0.07,2.1,18,28,0.25,https://fbref.com/en/players/7f609bfc/matchlogs/2024/summary/Stefan-Posch-Match-Logs,,,,,,,,,
332,Yussuf Poulsen,https://fbref.com/en/players/d2416c2e/Yussuf-Poulsen,"FW,MF",dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,30-026,1994,4,57,0.6,1,0,0,0,0,0,0,0,1,5,,,0.00,,,0.0,0,0.0,0.0,0.0,,0.00,,,,https://fbref.com/en/players/d2416c2e/matchlogs/2024/summary/Yussuf-Poulsen-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,
333,Alexander Prass,https://fbref.com/en/players/6637e6a7/Alexander-Prass,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,23-046,2001,4,1,166,1.8,0,0,0,0,0,0.0,0.00,6,1,1,0.4,0.00,0.4,7,0.0,0.00,0.20,0.20,0.20,0.00,6,0.54,0.54,0.54,https://fbref.com/en/players/6637e6a7/matchlogs/2024/summary/Alexander-Prass-Match-Logs,,,,,,,,,
334,Lukáš Provod,https://fbref.com/en/players/8f21b7bd/Lukas-Provod,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,27-262,1996,3,3,232,2.6,0.04,0,0,0,0.00,0.17,0.04,1,1,1,1,0.1,0.1,0.3,0.39,0.17,0.39,0.12,0.39,5,0.4,3,4,0.39,https://fbref.com/en/players/8f21b7bd/matchlogs/2024/summary/Lukas-Provod-Match-Logs,,,,,,,,,
335,George Pușcaș,https://fbref.com/en/players/c23c8e0d/George-Puscas,FW,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,28-094,1996,2,40,0.4,1,0,0,0,0,0,0,0,,1,,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,,,,https://fbref.com/en/players/c23c8e0d/matchlogs/2024/summary/George-Puscas-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
336,Leopold Querfeld,https://fbref.com/en/players/9fd158d6/Leopold-Querfeld,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,20-204,2003,1,27,0.3,1,0,0,0,0,0,0,0,,,,,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,,,0,https://fbref.com/en/players/9fd158d6/matchlogs/2024/summary/Leopold-Querfeld-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
337,Adrien Rabiot,https://fbref.com/en/players/8794e251/Adrien-Rabiot,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,29-099,1995,5,5,371,4.1,0,0,0,0,0,0,0.00,0.3,2,0.3,0.4,10,0.7,28,0.00,0.00,0.00,0.00,0.17,0.07,19,0.10,0.17,0.07,https://fbref.com/en/players/8794e251/matchlogs/2024/summary/Adrien-Rabiot-Match-Logs,,,,,,,,,
338,Bogdan Racovitan,https://fbref.com/en/players/f3e2f544/Bogdan-Racovitan,DF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,24-035,2000,2,57,0.6,1,0,0,0,0,0,0,0,1,,,,0.00,0.00,0.00,0.0,0,0.0,0.0,0.0,,0.00,,,0,https://fbref.com/en/players/f3e2f544/matchlogs/2024/summary/Bogdan-Racovitan-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.00,,,
339,Predrag Rajković,https://fbref.com/en/players/58ad9383/Predrag-Rajkovic,GK,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,28-254,1995,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0,https://fbref.com/en/players/58ad9383/matchlogs/2024/summary/Predrag-Rajkovic-Match-Logs,,,,,,,,,
340,Anthony Ralston,https://fbref.com/en/players/56208b05/Anthony-Ralston,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,25-238,1998,3,3,262,2.9,0,0,0,0,0,0,0.0,2,1,0.1,0.1,0.00,4,4,0.0,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.00,https://fbref.com/en/players/56208b05/matchlogs/2024/summary/Anthony-Ralston-Match-Logs,,,,,,,,,
341,Ylber Ramadani,https://fbref.com/en/players/ef3c876b/Ylber-Ramadani,MF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,28-090,1996,3,3,264,2.9,0,0,0,0,0,0,0,2,4,0.02,0.02,0.00,0.02,0.00,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ef3c876b/matchlogs/2024/summary/Ylber-Ramadani-Match-Logs,,,,,,,,,
342,Gonçalo Ramos,https://fbref.com/en/players/f63cda26/Goncalo-Ramos,FW,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,23-021,2001,1,25,0.3,0.1,0,0,0,0,0,0,0,0.1,0.1,,,,,,0,0,0.0,0,0,,0.00,,,,https://fbref.com/en/players/f63cda26/matchlogs/2024/summary/Goncalo-Ramos-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.25
343,Giacomo Raspadori,https://fbref.com/en/players/6e058f06/Giacomo-Raspadori,FW,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,24-144,2000,2,1,83,0.9,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,1,9,5,,,,,0.49,,,,,,https://fbref.com/en/players/6e058f06/matchlogs/2024/summary/Giacomo-Raspadori-Match-Logs,0.00,0.00,0.00,0.00,0.00,0.40,0.49,0.09,0.09
344,Andrei Ratiu,https://fbref.com/en/players/b1b99435/Andrei-Ratiu,DF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,26-021,1998,4,4,359,4.0,0,0,0,0,0,0,0,0.1,0.1,0.2,8,3,7,0.01,0.00,0.0,0.00,0.00,0.00,0.03,0.04,0.03,0.04,0.00,https://fbref.com/en/players/b1b99435/matchlogs/2024/summary/Andrei-Ratiu-Match-Logs,,,,,,,,,
345,David Raum,https://fbref.com/en/players/7d450ed3/David-Raum,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,26-080,1998,3,2,166,1.8,0,0,0,0,0.0,0.00,0.62,8,1,1,1,0.01,1.1,1.1,0.0,0.01,0.60,0.62,0.54,0.00,8,8,0.54,0.54,https://fbref.com/en/players/7d450ed3/matchlogs/2024/summary/David-Raum-Match-Logs,,,,,,,,,
