right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,right 19,right 20,right 21,right 22,right 23,right 24,right 25,left href 3,right 26,right 27,right 28,right 29
135,Davide Frattesi,https://fbref.com/en/players/2a7d27c1/Davide-Frattesi,MF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,24-263,1999,2.1,44,60,73.3,519,107,29,34,85.3,9,11,81.8,1,2,50.0,0,2,1,1,4,0,0.0,0.0,0.0,https://fbref.com/en/players/2a7d27c1/matchlogs/2024/passing/Davide-Frattesi-Match-Logs,,,,
136,Remo Freuler,https://fbref.com/en/players/98d2c2c4/Remo-Freuler,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-087,1992,5.1,204,233,87.6,2692,691,135,147,91.8,63,73,86.3,2,2,100.0,2,0.6,0.8,+1.4,3,23,0,22,2,https://fbref.com/en/players/98d2c2c4/matchlogs/2024/passing/Remo-Freuler-Match-Logs,,,,
137,Jeremie Frimpong,https://fbref.com/en/players/74f2e748/Jeremie-Frimpong,FW,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,23-214,2000,1.0,21,25,307,29,13,12,10,1,9,0.1,-0.1,0.0,1,2,0,2,,,,,0.0,0,0,https://fbref.com/en/players/74f2e748/matchlogs/2024/passing/Jeremie-Frimpong-Match-Logs,84.0,92.3,90.0,0
138,Chris Führich,https://fbref.com/en/players/0cf778df/Chris-Fuhrich,FW,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,26-184,1998,0.2,13,14,200,48,8,7,6,0.1,6,1,1,,2,,0,,,,0,0,0,0.0,0.0,https://fbref.com/en/players/0cf778df/matchlogs/2024/passing/Chris-Fuhrich-Match-Logs,92.9,87.5,100.0,0
139,Niclas Füllkrug,https://fbref.com/en/players/4f16405e/Niclas-Fullkrug,FW,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,31-153,1993,1.8,25,37,67.6,266,70,20,26,76.9,4,8,50.0,,0.6,0.6,0,-0.6,7,2,1,4,0,0,,https://fbref.com/en/players/4f16405e/matchlogs/2024/passing/Niclas-Fullkrug-Match-Logs,,,,0
140,Mijat Gaćinović,https://fbref.com/en/players/16daec92/Mijat-Gacinovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,29-154,1995,0.5,16,24,346,41,6,5,10,8,6,1,,5,,,0,,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/16daec92/matchlogs/2024/passing/Mijat-Gacinovic-Match-Logs,66.7,83.3,60.0,62.5
141,Cody Gakpo,https://fbref.com/en/players/1971591f/Cody-Gakpo,FW,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,25-065,1999,5.8,93,133,69.9,1379,418,46,61,75.4,36,45,80.0,5,14,35.7,1,2.0,1.9,-1.0,12,3,11,4,9,https://fbref.com/en/players/1971591f/matchlogs/2024/passing/Cody-Gakpo-Match-Logs,,,,
142,Conor Gallagher,https://fbref.com/en/players/c2731c10/Conor-Gallagher,MF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,24-156,2000,1.3,45,51,559,85,38,34,11,3,10,1,,,,,0,,0,0,0,0.0,0,0.0,0.0,https://fbref.com/en/players/c2731c10/matchlogs/2024/passing/Conor-Gallagher-Match-Logs,88.2,89.5,90.9,0
143,Dániel Gazdag,https://fbref.com/en/players/527d0e31/Daniel-Gazdag,MF,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,28-131,1996,3,3,31,8,3,0.2,3,0,0,0,,,,,,0,0,0,0,0.0,0.0,0.0,0,0,https://fbref.com/en/players/527d0e31/matchlogs/2024/passing/Daniel-Gazdag-Match-Logs,100.0,100.0,,0
144,Lutsharel Geertruida,https://fbref.com/en/players/242e1043/Lutsharel-Geertruida,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,23-359,2000,1.2,74,81,1229,354,38,36,37,3,34,0.1,0.1,2,-0.1,1,0,3,1,1,5,,,,,https://fbref.com/en/players/242e1043/matchlogs/2024/passing/Lutsharel-Geertruida-Match-Logs,91.4,94.7,91.9,66.7
145,Billy Gilmour,https://fbref.com/en/players/df10e27c/Billy-Gilmour,MF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,23-030,2001,2.0,95,113,84.1,1403,288,51,57,89.5,35,40,87.5,4,6,66.7,0,5,7,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/df10e27c/matchlogs/2024/passing/Billy-Gilmour-Match-Logs,,,,
146,Olivier Giroud,https://fbref.com/en/players/16ceb862/Olivier-Giroud,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,37-285,1986,0.7,8,13,69,8,10,7,1,0.1,0,2,,0.0,,,0,,0,0,0,0,0,0.0,0.0,https://fbref.com/en/players/16ceb862/matchlogs/2024/passing/Olivier-Giroud-Match-Logs,61.5,70.0,,0
147,Klaus Gjasula,https://fbref.com/en/players/431c837b/Klaus-Gjasula,MF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,34-210,1989,0.2,7,11,98,53,6,4,4,1,3,3,,,,,0,,0,0,0,0.0,0,0.0,0.0,https://fbref.com/en/players/431c837b/matchlogs/2024/passing/Klaus-Gjasula-Match-Logs,63.6,66.7,75.0,0
148,Adam Gnezda Čerin,https://fbref.com/en/players/fe192f45/Adam-Gnezda-Cerin,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,24-361,1999,4.3,127,164,77.4,2135,610,57,63,90.5,59,73,80.8,10,24,41.7,0,0.1,2,6,11,0,0.0,0.0,0,https://fbref.com/en/players/fe192f45/matchlogs/2024/passing/Adam-Gnezda-Cerin-Match-Logs,,,,
149,Anthony Gordon,https://fbref.com/en/players/2bd83368/Anthony-Gordon,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,23-138,2001,3,3,47,19,1,2,1,1,1,2,1,,,,,0,,0,0,0.0,0.0,0.0,0,0.0,https://fbref.com/en/players/2bd83368/matchlogs/2024/passing/Anthony-Gordon-Match-Logs,100.0,100.0,100.0,0
150,Jon Gorenc Stanković,https://fbref.com/en/players/9c74fa25/Jon-Gorenc-Stankovic,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,28-179,1996,1.0,16,23,259,106,6,6,11,3,8,5,1,1,5,,0,,,,0,0,0.0,0.0,0.0,https://fbref.com/en/players/9c74fa25/matchlogs/2024/passing/Jon-Gorenc-Stankovic-Match-Logs,69.6,100.0,72.7,33.3
151,Michael Gregoritsch,https://fbref.com/en/players/8e235926/Michael-Gregoritsch,FW,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,30-084,1994,1.4,23,32,303,73,23,16,6,2,5,0.1,3,2,1,1,0,3,,,,,0.0,0.0,0,https://fbref.com/en/players/8e235926/matchlogs/2024/passing/Michael-Gregoritsch-Match-Logs,71.9,69.6,83.3,100.0
152,Antoine Griezmann,https://fbref.com/en/players/df69b544/Antoine-Griezmann,"MF,FW",fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,33-112,1991,4.4,151,194,77.8,2490,638,76,84,90.5,52,70,74.3,16,27,59.3,0,0.3,0.6,-0.3,9,18,24,2,9,https://fbref.com/en/players/df69b544/matchlogs/2024/passing/Antoine-Griezmann-Match-Logs,,,,
153,Florian Grillitsch,https://fbref.com/en/players/ffbbc83b/Florian-Grillitsch,MF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,28-339,1995,2.2,135,162,83.3,2457,519,60,68,88.2,61,67,91.0,13,19,68.4,1,0.1,0.2,+0.9,1,22,0,22,2,https://fbref.com/en/players/ffbbc83b/matchlogs/2024/passing/Florian-Grillitsch-Match-Logs,,,,
154,Álex Grimaldo,https://fbref.com/en/players/b1f4086c/Alex-Grimaldo,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,28-295,1995,1.3,88,102,1205,312,59,57,29,11,23,0.6,0.5,5,-0.6,7,0,3,7,5,6,,,,,https://fbref.com/en/players/b1f4086c/matchlogs/2024/passing/Alex-Grimaldo-Match-Logs,86.3,96.6,79.3,45.5
155,Pascal Groß,https://fbref.com/en/players/8aec0537/Pascal-Gross,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,33-026,1991,0.5,65,69,1012,231,35,35,28,4,27,0.1,8,2,1,5,0,,,,,0,0.0,0.0,0,https://fbref.com/en/players/8aec0537/matchlogs/2024/passing/Pascal-Gross-Match-Logs,94.2,100.0,96.4,50.0
156,Kamil Grosicki,https://fbref.com/en/players/81d8091f/Kamil-Grosicki,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,36-033,1988,0.2,1,5,24,2,2,1,1,0,0,0.0,,0.0,,,0,0,0,0,0,0.0,0,0.0,0.0,https://fbref.com/en/players/81d8091f/matchlogs/2024/passing/Kamil-Grosicki-Match-Logs,20.0,50.0,,0
157,Nemanja Gudelj,https://fbref.com/en/players/0076ab7f/Nemanja-Gudelj,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,32-238,1991,1.0,61,64,990,275,30,28,25,7,25,2,7,6,,,0,,,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/0076ab7f/matchlogs/2024/passing/Nemanja-Gudelj-Match-Logs,95.3,93.3,100.0,85.7
158,Marc Guéhi,https://fbref.com/en/players/d0706b27/Marc-Guehi,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,23-364,2000,5.3,397,423,93.9,6900,2061,155,161,96.3,222,231,96.1,16,25,64.0,1,0.1,0.4,+0.9,1,17,0,0,17,https://fbref.com/en/players/d0706b27/matchlogs/2024/passing/Marc-Guehi-Match-Logs,,,,
159,Péter Gulácsi,https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi,GK,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,34-066,1990,3.0,74,97,76.3,1948,1186,14,14,100.0,40,42,95.2,20,41,48.8,0,1,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/bcb2ccd8/matchlogs/2024/passing/Peter-Gulacsi-Match-Logs,,,,
160,Arda Güler,https://fbref.com/en/players/3741ca58/Arda-Guler,"FW,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,19-137,2005,3.8,162,197,82.2,2656,563,84,88,95.5,59,70,84.3,14,31,45.2,2,1.4,1.2,+0.6,8,12,20,2,4,https://fbref.com/en/players/3741ca58/matchlogs/2024/passing/Arda-Guler-Match-Logs,,,,
161,İlkay Gündoğan,https://fbref.com/en/players/819b3158/Ilkay-Gundogan,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,33-261,1990,4.3,142,167,85.0,2113,493,78,87,89.7,48,57,84.2,10,12,83.3,1,0.2,0.9,+0.8,2,9,0,21,2,https://fbref.com/en/players/819b3158/matchlogs/2024/passing/Ilkay-Gundogan-Match-Logs,,,,
162,Angus Gunn,https://fbref.com/en/players/e082af5b/Angus-Gunn,GK,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,28-171,1996,3.0,72,117,61.5,2396,2074,20,20,100.0,21,21,100.0,31,76,40.8,0,3,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/e082af5b/matchlogs/2024/passing/Angus-Gunn-Match-Logs,,,,
163,Mert Günok,https://fbref.com/en/players/b583aef5/Mert-Gunok,GK,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,35-132,1989,4.0,83,129,64.3,2579,1794,7,7,100.0,47,47,100.0,29,74,39.2,0,2,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/b583aef5/matchlogs/2024/passing/Mert-Gunok-Match-Logs,,,,
164,Joško Gvardiol,https://fbref.com/en/players/5ad50391/Josko-Gvardiol,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,22-170,2002,3.0,144,158,91.1,2267,468,78,82,95.1,53,57,93.0,11,15,73.3,0,0.2,17,3,15,0,0.0,0.0,0,https://fbref.com/en/players/5ad50391/matchlogs/2024/passing/Josko-Gvardiol-Match-Logs,,,,
165,Giorgi Gwelesiani,https://fbref.com/en/players/48803de8/Giorgi-Gwelesiani,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,33-067,1991,1.8,26,36,72.2,387,147,16,17,94.1,6,10,60.0,3,8,37.5,0,1,1,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/48803de8/matchlogs/2024/passing/Giorgi-Gwelesiani-Match-Logs,,,,
166,Norbert Gyömbér,https://fbref.com/en/players/0be276c6/Norbert-Gyomber,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,32-008,1992,0.4,35,36,639,273,13,13,20,2,20,0.1,0.2,1,-0.1,1,0,7,1,1,4,,,,,https://fbref.com/en/players/0be276c6/matchlogs/2024/passing/Norbert-Gyomber-Match-Logs,97.2,100.0,100.0,50.0
167,Ianis Hagi,https://fbref.com/en/players/0127419a/Ianis-Hagi,MF,ro,Romania,https://fbref.com/en/squads/7def9493/Romania-Men-Stats,25-263,1998,2.1,41,67,61.2,522,89,33,38,86.8,7,14,50.0,1,11,9.1,0,0.1,0.1,-0.1,2,4,0,3,1,https://fbref.com/en/players/0127419a/matchlogs/2024/passing/Ianis-Hagi-Match-Logs,,,,
168,Dávid Hancko,https://fbref.com/en/players/4fac8f81/David-Hancko,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,26-211,1997,4.1,134,188,71.3,1982,891,67,78,85.9,54,75,72.0,5,17,29.4,0,0.1,1,11,3,1,0.0,0.0,20,https://fbref.com/en/players/4fac8f81/matchlogs/2024/passing/David-Hancko-Match-Logs,,,,
169,Grant Hanley,https://fbref.com/en/players/e9254eec/Grant-Hanley,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,32-234,1991,2.5,112,136,82.4,1785,659,52,57,91.2,52,63,82.5,5,12,41.7,0,0.1,0.1,-0.1,1,2,0,0,4,https://fbref.com/en/players/e9254eec/matchlogs/2024/passing/Grant-Hanley-Match-Logs,,,,
170,Lukáš Haraslín,https://fbref.com/en/players/5c397195/Lukas-Haraslin,FW,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,28-046,1996,2.9,50,71,70.4,654,226,31,33,93.9,13,21,61.9,3,9,33.3,1,0.6,0.7,+0.4,7,2,0,2,1,https://fbref.com/en/players/5c397195/matchlogs/2024/passing/Lukas-Haraslin-Match-Logs,,,,
171,Kai Havertz,https://fbref.com/en/players/fed7cb61/Kai-Havertz,"FW,MF",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,25-030,1999,4.3,95,116,81.9,1150,213,59,67,88.1,26,31,83.9,1,1,100.0,1,0.3,0.5,+0.7,2,1,0,11,4,https://fbref.com/en/players/fed7cb61/matchlogs/2024/passing/Kai-Havertz-Match-Logs,,,,
172,Jack Hendry,https://fbref.com/en/players/ffed43e3/Jack-Hendry,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,29-065,1995,2.9,105,131,80.2,1968,738,39,45,86.7,55,66,83.3,10,16,62.5,0,9,6,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/ffed43e3/matchlogs/2024/passing/Jack-Hendry-Match-Logs,,,,
173,Benjamin Henrichs,https://fbref.com/en/players/0a89e877/Benjamin-Henrichs,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-139,1997,0.1,4,5,93,83,2,1,2,1,2,2,,1,,,0,,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/0a89e877/matchlogs/2024/passing/Benjamin-Henrichs-Match-Logs,80.0,50.0,100.0,100.0
174,Theo Hernández,https://fbref.com/en/players/d4c9725f/Theo-Hernandez,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,26-279,1997,6.3,354,394,89.8,4830,1490,227,236,96.2,115,125,92.0,6,17,35.3,0,1.0,0.9,-1.0,6,29,38,1,3,https://fbref.com/en/players/d4c9725f/matchlogs/2024/passing/Theo-Hernandez-Match-Logs,,,,
175,Morten Hjulmand,https://fbref.com/en/players/d4456fb3/Morten-Hjulmand,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,25-016,1999,2.7,192,217,88.5,2595,552,125,137,91.2,51,55,92.7,6,9,66.7,0,0.1,0.2,-0.1,4,11,0,0,18,https://fbref.com/en/players/d4456fb3/matchlogs/2024/passing/Morten-Hjulmand-Match-Logs,,,,
176,Adam Hložek,https://fbref.com/en/players/5521f419/Adam-Hlozek,MF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,21-352,2002,1.2,15,16,205,56,11,10,4,1,4,0.1,1,1,1,,0,,,,0,0,0.0,0.0,0,https://fbref.com/en/players/5521f419/matchlogs/2024/passing/Adam-Hlozek-Match-Logs,93.8,90.9,100.0,100.0
177,Tomáš Holeš,https://fbref.com/en/players/e03c2d97/Tomas-Holes,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,31-102,1993,3.0,92,121,76.0,1900,750,28,30,93.3,53,61,86.9,10,26,38.5,0,0.1,1,12,2,2,0.0,0.0,8,https://fbref.com/en/players/e03c2d97/matchlogs/2024/passing/Tomas-Holes-Match-Logs,,,,
178,Arbër Hoxha,https://fbref.com/en/players/e210a2c7/Arber-Hoxha,"FW,MF",al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,25-279,1998,0.6,15,21,182,46,16,13,1,1,1,0.1,1,1,1,1,0,,,,,0,0.0,0.0,0,https://fbref.com/en/players/e210a2c7/matchlogs/2024/passing/Arber-Hoxha-Match-Logs,71.4,81.3,100.0,100.0
179,Robin Hranáč,https://fbref.com/en/players/95d5aea2/Robin-Hranac,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,24-164,2000,3.0,74,86,86.0,1491,625,20,21,95.2,46,52,88.5,8,13,61.5,1,0.5,+0.5,2,13,8,0.0,0,0,https://fbref.com/en/players/95d5aea2/matchlogs/2024/passing/Robin-Hranac-Match-Logs,,,,
180,Elseid Hysaj,https://fbref.com/en/players/2f3452eb/Elseid-Hysaj,DF,al,Albania,https://fbref.com/en/squads/b44b9eb7/Albania-Men-Stats,30-142,1994,2.0,48,59,81.4,846,315,23,25,92.0,17,21,81.0,8,12,66.7,0,0.1,0.2,-0.1,2,3,0,0,5,https://fbref.com/en/players/2f3452eb/matchlogs/2024/passing/Elseid-Hysaj-Match-Logs,,,,
181,Pierre Højbjerg,https://fbref.com/en/players/8b04d6c1/Pierre-Hojbjerg,MF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,28-341,1995,3.9,268,302,88.7,4206,1212,145,157,92.4,93,101,92.1,21,31,67.7,0,0.3,0.4,-0.3,4,27,33,1,6,https://fbref.com/en/players/8b04d6c1/matchlogs/2024/passing/Pierre-Hojbjerg-Match-Logs,,,,
182,Rasmus Højlund,https://fbref.com/en/players/491a433d/Rasmus-Hojlund,FW,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,21-158,2003,3.2,43,55,78.2,452,47,26,30,86.7,8,10,80.0,,1,0.1,0,0.1,-0.1,4,2,3,0.0,0,0,https://fbref.com/en/players/491a433d/matchlogs/2024/passing/Rasmus-Hojlund-Match-Logs,,,,0
183,Ivan Ilić,https://fbref.com/en/players/bb376bed/Ivan-Ilic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,23-116,2001,2.2,139,149,93.3,2344,577,63,70,90.0,61,63,96.8,11,12,91.7,1,0.3,0.3,+0.7,3,13,13,1,1,https://fbref.com/en/players/bb376bed/matchlogs/2024/passing/Ivan-Ilic-Match-Logs,,,,
184,Josip Iličić,https://fbref.com/en/players/68252d6d/Josip-Ilicic,"FW,MF",si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,36-164,1988,0.3,7,11,109,29,6,4,4,1,3,,,,,,0,0,0,0,0,0.0,0,0.0,0.0,https://fbref.com/en/players/68252d6d/matchlogs/2024/passing/Josip-Ilicic-Match-Logs,63.6,66.7,75.0,0
185,Gonçalo Inácio,https://fbref.com/en/players/33651873/Goncalo-Inacio,DF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,22-321,2001,1.3,134,150,2012,716,80,74,63,5,58,0.1,35,2,25,,0,,,,0,0,0.0,0.0,0,https://fbref.com/en/players/33651873/matchlogs/2024/passing/Goncalo-Inacio-Match-Logs,89.3,92.5,92.1,40.0
186,Luka Ivanušec,https://fbref.com/en/players/29fbdc88/Luka-Ivanusec,MF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,25-228,1998,0.2,7,11,81,29,5,4,3,1,2,,,0.0,,,0,0,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/29fbdc88/matchlogs/2024/passing/Luka-Ivanusec-Match-Logs,63.6,80.0,66.7,0
187,Erik Janža,https://fbref.com/en/players/961f9f1c/Erik-Janza,DF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,31-020,1993,3.0,77,114,67.5,1537,607,25,32,78.1,41,50,82.0,10,27,37.0,0,0.6,0.9,-0.6,3,6,0,11,1,https://fbref.com/en/players/961f9f1c/matchlogs/2024/passing/Erik-Janza-Match-Logs,,,,
188,Jorginho,https://fbref.com/en/players/45db685d/Jorginho,MF,it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,32-204,1991,2.4,217,238,91.2,3165,754,121,131,92.4,72,77,93.5,15,21,71.4,0,0.2,1,12,7,18,0.0,0.0,0,https://fbref.com/en/players/45db685d/matchlogs/2024/passing/Jorginho-Match-Logs,,,,
189,Joselu,https://fbref.com/en/players/6265208f/Joselu,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,34-106,1990,1.0,15,18,208,3,9,7,5,2,4,,,2,,,0,0,0,0,0,0,0.0,0.0,0.0,https://fbref.com/en/players/6265208f/matchlogs/2024/passing/Joselu-Match-Logs,83.3,77.8,80.0,100.0
190,Diogo Jota,https://fbref.com/en/players/178ae8f8/Diogo-Jota,"FW,MF",pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,27-220,1996,1.1,24,35,350,78,20,15,11,3,8,0.3,0.2,1,-0.3,3,0,1,2,2,,,0,,,https://fbref.com/en/players/178ae8f8/matchlogs/2024/passing/Diogo-Jota-Match-Logs,68.6,75.0,72.7,33.3
191,Luka Jović,https://fbref.com/en/players/4d8cd038/Luka-Jovic,"MF,FW",rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,26-201,1997,1.1,14,19,233,10,7,5,8,2,8,1,1,0.0,1,,0,,,,0,0,0.0,0.0,0.0,https://fbref.com/en/players/4d8cd038/matchlogs/2024/passing/Luka-Jovic-Match-Logs,73.7,71.4,100.0,0
192,Josip Juranović,https://fbref.com/en/players/0a084b35/Josip-Juranovic,DF,hr,Croatia,https://fbref.com/en/squads/7b08e376/Croatia-Men-Stats,28-330,1995,1.0,53,65,860,247,37,32,20,6,16,0.2,0.4,5,-0.2,2,0,3,4,3,3,,,,,https://fbref.com/en/players/0a084b35/matchlogs/2024/passing/Josip-Juranovic-Match-Logs,81.5,86.5,80.0,83.3
193,David Jurásek,https://fbref.com/en/players/d7a03bf3/David-Jurasek,DF,cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,23-339,2000,1.8,45,75,60.0,813,269,25,29,86.2,14,23,60.9,6,19,31.6,0,0.4,0.2,-0.4,3,3,2,3,4,https://fbref.com/en/players/d7a03bf3/matchlogs/2024/passing/David-Jurasek-Match-Logs,,,,
194,Matěj Jurásek,https://fbref.com/en/players/742ea558/Matej-Jurasek,"DF,MF",cz,Czechia,https://fbref.com/en/squads/2740937c/Czechia-Men-Stats,20-316,2003,0.5,13,26,201,89,8,7,10,6,4,0.1,1,1,2,2,0,,,,,0,0.0,0.0,0,https://fbref.com/en/players/742ea558/matchlogs/2024/passing/Matej-Jurasek-Match-Logs,50.0,87.5,40.0,16.7
195,Ferdi Kadioglu,https://fbref.com/en/players/66c52a77/Ferdi-Kadioglu,"DF,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,24-278,1999,5.0,239,277,86.3,3681,989,126,137,92.0,93,109,85.3,15,20,75.0,0,0.9,0.4,-0.9,12,17,24,2,6,https://fbref.com/en/players/66c52a77/matchlogs/2024/passing/Ferdi-Kadioglu-Match-Logs,,,,
196,İrfan Kahveci,https://fbref.com/en/players/d2800f47/Irfan-Kahveci,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,28-362,1995,0.1,0,0,0,0,0,0,0,0.0,0,,,,,,0,0.0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/d2800f47/matchlogs/2024/passing/Irfan-Kahveci-Match-Logs,,,,0
197,Otar Kakabadze,https://fbref.com/en/players/2ea12fc4/Otar-Kakabadze,"DF,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,29-014,1995,4.0,124,171,72.5,2058,903,65,81,80.2,37,50,74.0,13,22,59.1,0,0.6,0.3,-0.6,2,4,12,1,4,https://fbref.com/en/players/2ea12fc4/matchlogs/2024/passing/Otar-Kakabadze-Match-Logs,,,,
198,Harry Kane,https://fbref.com/en/players/21a66f6a/Harry-Kane,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,30-349,1993,6.0,66,94,70.2,1352,338,26,33,78.8,26,33,78.8,10,15,66.7,0,0.3,0.2,-0.3,5,5,15,1,7,https://fbref.com/en/players/21a66f6a/matchlogs/2024/passing/Harry-Kane-Match-Logs,,,,
199,N'Golo Kanté,https://fbref.com/en/players/b9fbae28/NGolo-Kante,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,33-104,1991,5.7,289,325,88.9,4395,1268,154,167,92.2,116,123,94.3,12,16,75.0,0,1.4,1.2,-1.4,10,41,44,1,8,https://fbref.com/en/players/b9fbae28/matchlogs/2024/passing/NGolo-Kante-Match-Logs,,,,
200,Žan Karničnik,https://fbref.com/en/players/b11b006c/Zan-Karnicnik,DF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,29-297,1994,4.3,143,190,75.3,2416,974,65,77,84.4,60,68,88.2,14,31,45.2,0,9,1,7,0,0,0.0,0.0,0.0,https://fbref.com/en/players/b11b006c/matchlogs/2024/passing/Zan-Karnicnik-Match-Logs,,,,
201,Guram Kashia,https://fbref.com/en/players/a81f4896/Guram-Kashia,DF,ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,37-007,1987,4.0,93,114,81.6,1862,792,23,27,85.2,64,72,88.9,5,14,35.7,0,2,1,2,0,0,0.0,0.0,0.0,https://fbref.com/en/players/a81f4896/matchlogs/2024/passing/Guram-Kashia-Match-Logs,,,,
