right,left,left href,center,f-i,left 2,left href 2,center 2,center 3,right 2,right 3,right 4,right 5,right 6,right 7,right 8,right 9,right 10,right 11,right 12,right 13,right 14,right 15,right 16,right 17,right 18,right 19,left href 3,right 20,right 21,right 22
423,Sebastian Szymański,https://fbref.com/en/players/bb718263/Sebastian-Szymanski,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,25-062,1999,1.2,0,1,,,0.00,0.00,0,0,,0,0,0.0,0.0,0.0,0.0,,,https://fbref.com/en/players/bb718263/matchlogs/2024/summary/Sebastian-Szymanski-Match-Logs,0.0,0.80,17.8
424,Dušan Tadić,https://fbref.com/en/players/2475dcc6/Dusan-Tadic,MF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,35-234,1988,1.7,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/2475dcc6/matchlogs/2024/summary/Dusan-Tadic-Match-Logs,0,,
425,Jonathan Tah,https://fbref.com/en/players/bd142efb/Jonathan-Tah,DF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,28-151,1996,3.5,0,1,0.28,,0.00,,0,0.00,,0,0,0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/bd142efb/matchlogs/2024/summary/Jonathan-Tah-Match-Logs,0.0,11.9,0.04
426,Maksym Talovierov,https://fbref.com/en/players/6a54638e/Maksym-Talovierov,MF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,24-013,2000,,0,,,,0.00,0.0,0.0,0,,0,0,0,0.0,0.00,0,0.0,,https://fbref.com/en/players/6a54638e/matchlogs/2024/summary/Maksym-Talovierov-Match-Logs,0.0,,
427,Aurélien Tchouaméni,https://fbref.com/en/players/4f255115/Aurelien-Tchouameni,MF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,24-166,2000,5.2,0,12,2,16.7,2.30,0.38,0.00,0.00,25.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4,https://fbref.com/en/players/4f255115/matchlogs/2024/summary/Aurelien-Tchouameni-Match-Logs,,,
428,Arthur Theate,https://fbref.com/en/players/df8d6029/Arthur-Theate,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,24-047,2000,2.8,0,2,0.70,30.6,0.01,0.0,0,0.0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/df8d6029/matchlogs/2024/summary/Arthur-Theate-Match-Logs,0,,
429,Marcus Thuram,https://fbref.com/en/players/6f8cd6d0/Marcus-Thuram,FW,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,26-340,1997,2.9,0,12,2,16.7,4.15,0.69,0.00,0.00,13.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7,https://fbref.com/en/players/6f8cd6d0/matchlogs/2024/summary/Marcus-Thuram-Match-Logs,,,
430,Youri Tielemans,https://fbref.com/en/players/56f7a928/Youri-Tielemans,MF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,27-065,1997,1.6,0.1,4,1,25.0,0.25,1.00,0,0,24.2,0,,+0.9,1,0.1,0.03,+0.9,,https://fbref.com/en/players/56f7a928/matchlogs/2024/summary/Youri-Tielemans-Match-Logs,,2.43,0.61
431,Kieran Tierney,https://fbref.com/en/players/fce2302c/Kieran-Tierney,DF,sct,Scotland,https://fbref.com/en/squads/602d3994/Scotland-Men-Stats,27-036,1997,1.5,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/fce2302c/matchlogs/2024/summary/Kieran-Tierney-Match-Logs,0.0,,
432,Ivan Toney,https://fbref.com/en/players/e09f279b/Ivan-Toney,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,28-117,1996,0.5,0,1,0.1,,0.00,0.00,0,0,,0,0,,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/e09f279b/matchlogs/2024/summary/Ivan-Toney-Match-Logs,,2.09,21.9
433,Ferrán Torres,https://fbref.com/en/players/9e1035f8/Ferran-Torres,"FW,MF",es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,24-133,2000,1.7,0.6,5,1,20.0,2.90,0.58,0,0,0.20,0,,+0.4,1,1.00,13.8,+0.4,,https://fbref.com/en/players/9e1035f8/matchlogs/2024/summary/Ferran-Torres-Match-Logs,0.6,0.13,
434,Cenk Tosun,https://fbref.com/en/players/9a104dee/Cenk-Tosun,FW,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,33-034,1991,0.3,0.3,3,1,33.3,0.33,1.00,0,0,12.7,0,,+0.7,1,0.3,0.11,+0.7,,https://fbref.com/en/players/9a104dee/matchlogs/2024/summary/Cenk-Tosun-Match-Logs,,10.80,3.60
435,Gernot Trauner,https://fbref.com/en/players/9d21da85/Gernot-Trauner,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,32-108,1992,1.0,0.1,1,1,1.00,0.1,5.9,0,0,0.08,0,,+0.9,1,,,+0.9,,https://fbref.com/en/players/9d21da85/matchlogs/2024/summary/Gernot-Trauner-Match-Logs,,100.0,1.00
436,Kieran Trippier,https://fbref.com/en/players/21512407/Kieran-Trippier,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,33-296,1990,5.0,0,1,0.20,0.1,0.00,,0,0.00,,0,0,0,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/21512407/matchlogs/2024/summary/Kieran-Trippier-Match-Logs,,17.8,0.09
437,Leandro Trossard,https://fbref.com/en/players/38ceb24a/Leandro-Trossard,FW,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,29-220,1994,1.9,0,4,1,25.0,2.13,0.53,0.00,0.00,22.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,https://fbref.com/en/players/38ceb24a/matchlogs/2024/summary/Leandro-Trossard-Match-Logs,,,
438,Anatolii Trubin,https://fbref.com/en/players/41f0b196/Anatolii-Trubin,GK,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,22-345,2001,2.0,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/41f0b196/matchlogs/2024/summary/Anatolii-Trubin-Match-Logs,0,,
439,Heorhii Tsitaishvili,https://fbref.com/en/players/69986380/Heorhii-Tsitaishvili,"DF,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,23-236,2000,2.1,0,3,2,66.7,1.42,0.95,0.00,0.00,15.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,https://fbref.com/en/players/69986380/matchlogs/2024/summary/Heorhii-Tsitaishvili-Match-Logs,,,
440,Viktor Tsyhankov,https://fbref.com/en/players/f7e87032/Viktor-Tsyhankov,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,26-239,1997,0.7,0,2,20.9,0.1,0.06,,0,0.0,,0.00,0,0,0.1,0.00,0,-0.1,-0.1,https://fbref.com/en/players/f7e87032/matchlogs/2024/summary/Viktor-Tsyhankov-Match-Logs,,2.90,
441,Ľubomír Tupta,https://fbref.com/en/players/b02af64f/Lubomir-Tupta,MF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,26-106,1998,0.1,0,1,1,,0.00,0.00,0,0,,0,0.0,0.0,0.0,0.0,0.0,,,https://fbref.com/en/players/b02af64f/matchlogs/2024/summary/Lubomir-Tupta-Match-Logs,,7.50,30.8
442,Oleksandr Tymchyk,https://fbref.com/en/players/3b996663/Oleksandr-Tymchyk,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,27-173,1997,2.2,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/3b996663/matchlogs/2024/summary/Oleksandr-Tymchyk-Match-Logs,0,,
443,Deniz Undav,https://fbref.com/en/players/dd549382/Deniz-Undav,MF,de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,27-358,1996,0.1,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/dd549382/matchlogs/2024/summary/Deniz-Undav-Match-Logs,0.0,,
444,Dayot Upamecano,https://fbref.com/en/players/d248cd8f/Dayot-Upamecano,DF,fr,France,https://fbref.com/en/squads/b1b36dcd/France-Men-Stats,25-258,1998,6.3,0,3,0.47,8.1,0.3,0.09,0,0.0,,0.00,0.00,0,0.3,,0,-0.3,-0.3,https://fbref.com/en/players/d248cd8f/matchlogs/2024/summary/Dayot-Upamecano-Match-Logs,0,,
445,Kacper Urbanski,https://fbref.com/en/players/2d9d9e42/Kacper-Urbanski,"FW,MF",pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,19-308,2004,1.6,0,2,1,50.0,21.5,0.1,0.00,0.00,0.07,0,0,0,0.1,,,-0.1,-0.1,https://fbref.com/en/players/2d9d9e42/matchlogs/2024/summary/Kacper-Urbanski-Match-Logs,,1.22,0.61
446,Virgil van Dijk,https://fbref.com/en/players/e06683ca/Virgil-van-Dijk,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,33-003,1991,6.0,0,5,1,20.0,0.83,0.17,0.00,0.00,11.3,0,0,0,0.5,0.5,0.09,-0.5,-0.5,https://fbref.com/en/players/e06683ca/matchlogs/2024/summary/Virgil-van-Dijk-Match-Logs,,,
447,Vladyslav Vanat,https://fbref.com/en/players/7287ea6b/Vladyslav-Vanat,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,22-189,2002,0.2,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/7287ea6b/matchlogs/2024/summary/Vladyslav-Vanat-Match-Logs,0.0,,
448,Barnabás Varga,https://fbref.com/en/players/078a52fe/Barnabas-Varga,FW,hu,Hungary,https://fbref.com/en/squads/b4ac5e97/Hungary-Men-Stats,30-168,1994,2.8,1.2,4,2,50.0,1.45,0.72,0,0,0.25,0,,,1,0.50,6.2,-0.2,-0.2,https://fbref.com/en/players/078a52fe/matchlogs/2024/summary/Barnabas-Varga-Match-Logs,1.2,0.31,
449,Ruben Vargas,https://fbref.com/en/players/6ecbddf6/Ruben-Vargas,"MF,FW",ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,25-341,1998,3.4,0.7,5,4,80.0,1.47,1.18,0,0,0.20,0,,+0.3,1,0.25,16.1,+0.3,,https://fbref.com/en/players/6ecbddf6/matchlogs/2024/summary/Ruben-Vargas-Match-Logs,0.7,0.14,
450,Denis Vavro,https://fbref.com/en/players/08990838/Denis-Vavro,DF,sk,Slovakia,https://fbref.com/en/squads/66cff10b/Slovakia-Men-Stats,28-092,1996,4.3,0,3,0.69,25.7,0.02,0.0,0,0.0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/08990838/matchlogs/2024/summary/Denis-Vavro-Match-Logs,0,,
451,Joey Veerman,https://fbref.com/en/players/18fae4ac/Joey-Veerman,MF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,25-235,1998,2.3,0,2,0.86,17.8,0.2,0.08,0,0.0,,0.00,0.00,0,0.2,,0,-0.2,-0.2,https://fbref.com/en/players/18fae4ac/matchlogs/2024/summary/Joey-Veerman-Match-Logs,0,,
452,Miloš Veljković,https://fbref.com/en/players/a5ae8f8e/Milos-Veljkovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,28-289,1995,3.0,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/a5ae8f8e/matchlogs/2024/summary/Milos-Veljkovic-Match-Logs,0,,
453,Micky van de Ven,https://fbref.com/en/players/8fe2a392/Micky-van-de-Ven,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,23-083,2001,0.8,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/8fe2a392/matchlogs/2024/summary/Micky-van-de-Ven-Match-Logs,0.0,,
454,Benjamin Verbič,https://fbref.com/en/players/2ebc1b44/Benjamin-Verbic,MF,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,30-227,1993,0.8,0,1,,,0.00,0.00,0,0,,0,0,0.0,0.0,0.0,0.0,,,https://fbref.com/en/players/2ebc1b44/matchlogs/2024/summary/Benjamin-Verbic-Match-Logs,0.0,1.22,26.2
455,Bart Verbruggen,https://fbref.com/en/players/cf134113/Bart-Verbruggen,GK,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,21-328,2002,6.0,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/cf134113/matchlogs/2024/summary/Bart-Verbruggen-Match-Logs,0,,
456,Jan Vertonghen,https://fbref.com/en/players/ba23a904/Jan-Vertonghen,DF,be,Belgium,https://fbref.com/en/squads/361422b9/Belgium-Men-Stats,37-078,1987,3.0,0,1,0.33,0.1,0.00,,0,0.00,,0,0,0,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/ba23a904/matchlogs/2024/summary/Jan-Vertonghen-Match-Logs,,11.6,0.08
457,Jannik Vestergaard,https://fbref.com/en/players/1900032e/Jannik-Vestergaard,DF,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,31-343,1992,4.0,0,4,2,50.0,1.00,0.50,0.00,0.00,10.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,https://fbref.com/en/players/1900032e/matchlogs/2024/summary/Jannik-Vestergaard-Match-Logs,,,
458,Žan Vipotnik,https://fbref.com/en/players/15aa23ee/Zan-Vipotnik,FW,si,Slovenia,https://fbref.com/en/squads/6b9f868f/Slovenia-Men-Stats,22-115,2002,0.2,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/15aa23ee/matchlogs/2024/summary/Zan-Vipotnik-Match-Logs,0.0,,
459,Vitinha,https://fbref.com/en/players/3b029691/Vitinha,MF,pt,Portugal,https://fbref.com/en/squads/4a1b4ea8/Portugal-Men-Stats,24-149,2000,4.0,0,8,3,37.5,2.01,0.75,0.00,0.00,22.4,0,0,0,0.6,0.6,0.08,-0.6,-0.6,https://fbref.com/en/players/3b029691/matchlogs/2024/summary/Vitinha-Match-Logs,,,
460,Daniel Vivian,https://fbref.com/en/players/ab7bf91d/Daniel-Vivian,DF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,24-362,1999,1.4,0,1,,,0.00,0.00,0,0,,0,0,0.0,0.0,0.0,0.0,,,https://fbref.com/en/players/ab7bf91d/matchlogs/2024/summary/Daniel-Vivian-Match-Logs,0.0,0.73,12.0
461,Dušan Vlahović,https://fbref.com/en/players/79443529/Dusan-Vlahovic,"MF,FW",rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,24-165,2000,2.0,0,6,2,33.3,3.05,1.02,0.00,0.00,21.1,0,0,,0.2,1,0.2,-0.2,-0.2,https://fbref.com/en/players/79443529/matchlogs/2024/summary/Dusan-Vlahovic-Match-Logs,0.04,,
462,Stefan de Vrij,https://fbref.com/en/players/d0d8dd44/Stefan-de-Vrij,DF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,32-157,1992,6.0,0.3,4,1,25.0,0.67,0.17,0,0,0.25,0,,+0.7,1,1.00,9.5,+0.7,,https://fbref.com/en/players/d0d8dd44/matchlogs/2024/summary/Stefan-de-Vrij-Match-Logs,0.3,0.08,
463,Kyle Walker,https://fbref.com/en/players/86dd77d1/Kyle-Walker,DF,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,34-044,1990,6.7,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/86dd77d1/matchlogs/2024/summary/Kyle-Walker-Match-Logs,0,,
464,Ollie Watkins,https://fbref.com/en/players/aed3a70f/Ollie-Watkins,FW,eng,England,https://fbref.com/en/squads/1862c019/England-Men-Stats,28-194,1995,0.4,0.3,2,2,100.0,0.50,0.50,0,0,10.4,0,,+0.7,1,0.3,0.14,+0.7,,https://fbref.com/en/players/aed3a70f/matchlogs/2024/summary/Ollie-Watkins-Match-Logs,,5.63,5.63
465,Wout Weghorst,https://fbref.com/en/players/c4e87b8b/Wout-Weghorst,FW,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,31-339,1992,1.5,0.6,4,2,50.0,0.25,0.50,0,0,9.5,0,,+0.4,1,0.6,0.16,+0.4,,https://fbref.com/en/players/c4e87b8b/matchlogs/2024/summary/Wout-Weghorst-Match-Logs,,2.61,1.30
466,Andreas Weimann,https://fbref.com/en/players/5996ffd9/Andreas-Weimann,FW,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,32-341,1991,,0,,,,0.00,0.0,0.0,0,,0,0,0,0.0,0.00,0,0.0,,https://fbref.com/en/players/5996ffd9/matchlogs/2024/summary/Andreas-Weimann-Match-Logs,0.0,,
467,Silvan Widmer,https://fbref.com/en/players/f68b64fc/Silvan-Widmer,DF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,31-128,1993,3.3,0,2,0.60,12.7,0.3,0.15,0,0.0,,0.00,0.00,0,0.3,,0,-0.3,-0.3,https://fbref.com/en/players/f68b64fc/matchlogs/2024/summary/Silvan-Widmer-Match-Logs,0,,
468,Georginio Wijnaldum,https://fbref.com/en/players/eb58eef0/Georginio-Wijnaldum,MF,nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,33-243,1990,0.8,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/eb58eef0/matchlogs/2024/summary/Georginio-Wijnaldum-Match-Logs,0.0,,
469,Nico Williams,https://fbref.com/en/players/afdc14d7/Nico-Williams,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,21-365,2002,4.5,0.8,8,2,25.0,1.79,0.45,0,0,0.13,0,,+0.2,1,0.50,16.4,+0.2,,https://fbref.com/en/players/afdc14d7/matchlogs/2024/summary/Nico-Williams-Match-Logs,0.8,0.10,
470,Patrick Wimmer,https://fbref.com/en/players/cb11b429/Patrick-Wimmer,"FW,MF",at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,23-042,2001,1.5,0,3,2,66.7,18.7,0.2,0.00,0.00,0.06,0,0,0,0.2,,,-0.2,-0.2,https://fbref.com/en/players/cb11b429/matchlogs/2024/summary/Patrick-Wimmer-Match-Logs,,1.96,1.30
471,Jonas Wind,https://fbref.com/en/players/2077ae86/Jonas-Wind,FW,dk,Denmark,https://fbref.com/en/squads/29a4e4af/Denmark-Men-Stats,25-155,1999,2.1,0,5,1,20.0,2.33,0.47,0.00,0.00,12.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5,https://fbref.com/en/players/2077ae86/matchlogs/2024/summary/Jonas-Wind-Match-Logs,,,
472,Florian Wirtz,https://fbref.com/en/players/e7fcf289/Florian-Wirtz,"FW,MF",de,Germany,https://fbref.com/en/squads/c1e40422/Germany-Men-Stats,21-069,2003,3.1,0.6,8,3,37.5,2.58,0.97,0,0,0.25,0,,+1.4,2,0.67,20.3,+1.4,,https://fbref.com/en/players/e7fcf289/matchlogs/2024/summary/Florian-Wirtz-Match-Logs,0.6,0.08,
473,Maximilian Wöber,https://fbref.com/en/players/4b803b3c/Maximilian-Wober,DF,at,Austria,https://fbref.com/en/squads/d5121f10/Austria-Men-Stats,26-158,1998,1.9,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/4b803b3c/matchlogs/2024/summary/Maximilian-Wober-Match-Logs,0,,
474,Granit Xhaka,https://fbref.com/en/players/e61b8aee/Granit-Xhaka,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,31-288,1992,5.3,0,4,3,75.0,0.75,0.56,0.00,0.00,18.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,https://fbref.com/en/players/e61b8aee/matchlogs/2024/summary/Granit-Xhaka-Match-Logs,,,
475,Lamine Yamal,https://fbref.com/en/players/82ec26c1/Lamine-Yamal,FW,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,16-364,2007,4.6,1.7,16,5,31.3,3.47,1.08,0,0,0.06,,0.10,,1,0.20,21.3,-0.7,-0.7,https://fbref.com/en/players/82ec26c1/matchlogs/2024/summary/Lamine-Yamal-Match-Logs,3,1.7,
476,Roman Yaremchuk,https://fbref.com/en/players/cb641b9d/Roman-Yaremchuk,FW,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,28-227,1995,1.3,0.4,6,2,33.3,0.17,0.50,0,0,15.6,0,,+0.6,1,0.4,0.07,+0.6,,https://fbref.com/en/players/cb641b9d/matchlogs/2024/summary/Roman-Yaremchuk-Match-Logs,,4.46,1.49
477,Andriy Yarmolenko,https://fbref.com/en/players/849c826a/Andriy-Yarmolenko,"FW,MF",ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,34-262,1989,1.2,0,4,15.7,0.5,0.12,,0,0.0,,0.00,0,0,0.5,0.00,0,-0.5,-0.5,https://fbref.com/en/players/849c826a/matchlogs/2024/summary/Andriy-Yarmolenko-Match-Logs,,3.46,
478,Yusuf Yazıcı,https://fbref.com/en/players/f5c8b425/Yusuf-Yazici,"MF,FW",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,27-164,1997,0.6,0,3,2,66.7,21.1,0.2,0.00,0.00,0.06,0,0,0,0.2,,,-0.2,-0.2,https://fbref.com/en/players/f5c8b425/matchlogs/2024/summary/Yusuf-Yazici-Match-Logs,,4.74,3.16
479,Kenan Yıldız,https://fbref.com/en/players/d8cda243/Kenan-Yildiz,"FW,MF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,19-068,2005,3.8,0,11,3,27.3,2.87,0.78,0.00,0.00,18.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,https://fbref.com/en/players/d8cda243/matchlogs/2024/summary/Kenan-Yildiz-Match-Logs,,,
480,Okay Yokuşlu,https://fbref.com/en/players/e49ce451/Okay-Yokuslu,"MF,DF",tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,30-124,1994,0.6,0,1,,,0.00,0.00,0,0,,0,0,0.0,0.0,0.0,0.0,,,https://fbref.com/en/players/e49ce451/matchlogs/2024/summary/Okay-Yokuslu-Match-Logs,0.0,1.64,26.4
481,İsmail Yüksek,https://fbref.com/en/players/6c5af908/Ismail-Yuksek,MF,tr,Türkiye,https://fbref.com/en/squads/ac6bcf92/Turkiye-Men-Stats,25-167,1999,1.7,0,1,0.59,0.1,0.00,,0,0.00,,0,0,0,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/6c5af908/matchlogs/2024/summary/Ismail-Yuksek-Match-Logs,,22.4,0.06
482,Illia Zabarnyi,https://fbref.com/en/players/88968486/Illia-Zabarnyi,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,21-314,2002,3.0,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/88968486/matchlogs/2024/summary/Illia-Zabarnyi-Match-Logs,0,,
483,Mattia Zaccagni,https://fbref.com/en/players/d85c238b/Mattia-Zaccagni,"MF,FW",it,Italy,https://fbref.com/en/squads/998c5958/Italy-Men-Stats,29-025,1995,0.9,0.2,2,1,50.0,0.50,1.00,0,0,14.7,0,,+0.8,1,0.2,0.11,+0.8,,https://fbref.com/en/players/d85c238b/matchlogs/2024/summary/Mattia-Zaccagni-Match-Logs,,2.20,1.10
484,Denis Zakaria,https://fbref.com/en/players/384d58d9/Denis-Zakaria,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,27-234,1996,0.3,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/384d58d9/matchlogs/2024/summary/Denis-Zakaria-Match-Logs,0.0,,
485,Nicola Zalewski,https://fbref.com/en/players/45191c29/Nicola-Zalewski,DF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,22-170,2002,2.7,0,2,1,50.0,0.73,0.36,0.00,0.00,22.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,https://fbref.com/en/players/45191c29/matchlogs/2024/summary/Nicola-Zalewski-Match-Logs,,,
486,Piotr Zieliński,https://fbref.com/en/players/a5296e55/Piotr-Zielinski,MF,pl,Poland,https://fbref.com/en/squads/8912dcf0/Poland-Men-Stats,30-052,1994,2.8,0,8,3,37.5,2.85,1.07,0.00,0.00,25.3,0,0,,0.5,2,0.5,-0.5,-0.5,https://fbref.com/en/players/a5296e55/matchlogs/2024/summary/Piotr-Zielinski-Match-Logs,0.06,,
487,Oleksandr Zinchenko,https://fbref.com/en/players/51cf8561/Oleksandr-Zinchenko,DF,ua,Ukraine,https://fbref.com/en/squads/afa29a3e/Ukraine-Men-Stats,27-209,1996,2.4,0,1,1,0.42,0.42,1,0.00,0,,0,0.0,0.0,0.0,0.00,0.0,,,https://fbref.com/en/players/51cf8561/matchlogs/2024/summary/Oleksandr-Zinchenko-Match-Logs,,100.0,24.4
488,Joshua Zirkzee,https://fbref.com/en/players/028e70b9/Joshua-Zirkzee,"FW,DF",nl,Netherlands,https://fbref.com/en/squads/5bb5024a/Netherlands-Men-Stats,23-050,2001,0.1,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/028e70b9/matchlogs/2024/summary/Joshua-Zirkzee-Match-Logs,0.0,,
489,Andrija Živković,https://fbref.com/en/players/321f83a2/Andrija-Zivkovic,DF,rs,Serbia,https://fbref.com/en/squads/1d6f5c9b/Serbia-Men-Stats,28-000,1996,2.7,0,,,,,0.0,0,0,0.0,0.00,0.00,0,0.0,,0,0.0,,https://fbref.com/en/players/321f83a2/matchlogs/2024/summary/Andrija-Zivkovic-Match-Logs,0,,
490,Budu Zivzivadze,https://fbref.com/en/players/e3a72b89/Budu-Zivzivadze,"FW,MF",ge,Georgia,https://fbref.com/en/squads/7158b127/Georgia-Men-Stats,30-123,1994,0.2,0,1,0.1,,0.00,0.00,0,0,,0,0,,0.1,0.0,,-0.1,-0.1,https://fbref.com/en/players/e3a72b89/matchlogs/2024/summary/Budu-Zivzivadze-Match-Logs,,5.00,6.8
491,Steven Zuber,https://fbref.com/en/players/b6a6e0a7/Steven-Zuber,MF,ch,Switzerland,https://fbref.com/en/squads/81021a70/Switzerland-Men-Stats,32-329,1991,0.9,0,2,11.9,0.2,0.10,,0,0.0,,0.00,0,0,0.2,0.00,0,-0.2,-0.2,https://fbref.com/en/players/b6a6e0a7/matchlogs/2024/summary/Steven-Zuber-Match-Logs,,2.34,
492,Martín Zubimendi,https://fbref.com/en/players/3ee0dd59/Martin-Zubimendi,MF,es,Spain,https://fbref.com/en/squads/b561dd30/Spain-Men-Stats,25-160,1999,1.1,0,,,,0.00,,0,0,,0,0,0,0.0,0.00,0.0,0.0,,https://fbref.com/en/players/3ee0dd59/matchlogs/2024/summary/Martin-Zubimendi-Match-Logs,0.0,,
